UF;cod;mun;ano;IDEB
MG;3157005;Salinas;2007;3,3
MG;3157104;Salto da Divisa;2007;2,5
MG;3157203;Santa Bárbara;2007;3,3
MG;3157252;Santa Bárbara do Leste;2007;4,1
MG;3157278;Santa Bárbara do Monte Verde;2007;3,5
MG;3157302;Santa Bárbara do Tugúrio;2007;4,5
MG;3157336;Santa Cruz de Minas;2007;3,2
MG;3157377;Santa Cruz de Salinas;2007;3,2
MG;3157401;Santa Cruz do Escalvado;2007;3,4
MG;3157500;Santa Efigênia de Minas;2007;3,6
MG;3157609;Santa Fé de Minas;2007;2,6
MG;3157658;Santa Helena de Minas;2007;2,8
MG;3157708;Santa Juliana;2007;3,2
MG;3157807;Santa Luzia;2007;3,2
MG;3157906;Santa Margarida;2007;3,2
MG;3158003;Santa Maria de Itabira;2007;2,6
MG;3158102;Santa Maria do Salto;2007;2,9
MG;3158201;Santa Maria do Suaçuí;2007;3,4
MG;3158300;Santana da Vargem;2007;4
MG;3158409;Santana de Cataguases;2007;5,2
MG;3158508;Santana de Pirapama;2007;3,5
MG;3158607;Santana do Deserto;2007;3,6
MG;3158706;Santana do Garambéu;2007;4,1
MG;3158805;Santana do Jacaré;2007;4,8
MG;3158904;Santana do Manhuaçu;2007;3,4
MG;3158953;Santana do Paraíso;2007;3,3
MG;3159001;Santana do Riacho;2007;3,6
MG;3159100;Santana dos Montes;2007;3,6
MG;3159209;Santa Rita de Caldas;2007;4,6
MG;3159308;Santa Rita de Jacutinga;2007;3,4
MG;3159357;Santa Rita de Minas;2007;3,1
MG;3159407;Santa Rita de Ibitipoca;2007;4
MG;3159506;Santa Rita do Itueto;2007;3,6
MG;3159605;Santa Rita do Sapucaí;2007;4,1
MG;3159704;Santa Rosa da Serra;2007;3,6
MG;3159803;Santa Vitória;2007;4,4
MG;3159902;Santo Antônio do Amparo;2007;3,5
MG;3160009;Santo Antônio do Aventureiro;2007;4,2
MG;3160108;Santo Antônio do Grama;2007;4,7
MG;3160207;Santo Antônio do Itambé;2007;2,7
MG;3160306;Santo Antônio do Jacinto;2007;2,9
MG;3160405;Santo Antônio do Monte;2007;3,9
MG;3160454;Santo Antônio do Retiro;2007;2,9
MG;3160504;Santo Antônio do Rio Abaixo;2007;3,8
MG;3160603;Santo Hipólito;2007;4,2
MG;3160702;Santos Dumont;2007;3,9
MG;3160801;São Bento Abade;2007;4,1
MG;3160900;São Brás do Suaçuí;2007;4,8
MG;3160959;São Domingos das Dores;2007;3,9
MG;3161007;São Domingos do Prata;2007;3,4
MG;3161056;São Félix de Minas;2007;3,4
MG;3161106;São Francisco;2007;3
MG;3161205;São Francisco de Paula;2007;4,3
MG;3161304;São Francisco de Sales;2007;3,7
MG;3161403;São Francisco do Glória;2007;3,6
MG;3161502;São Geraldo;2007;3,6
MG;3161601;São Geraldo da Piedade;2007;3,8
MG;3161650;São Geraldo do Baixio;2007;3,1
MG;3161700;São Gonçalo do Abaeté;2007;4
MG;3161809;São Gonçalo do Pará;2007;4,2
MG;3161908;São Gonçalo do Rio Abaixo;2007;3
MG;3162005;São Gonçalo do Sapucaí;2007;3,4
MG;3162104;São Gotardo;2007;4,7
MG;3162203;São João Batista do Glória;2007;5,2
MG;3162252;São João da Lagoa;2007;3,1
MG;3162302;São João da Mata;2007;4,4
MG;3162401;São João da Ponte;2007;2,7
MG;3162450;São João das Missões;2007;3
MG;3162500;São João del Rei;2007;4,1
MG;3162559;São João do Manhuaçu;2007;3,5
MG;3162575;São João do Manteninha;2007;4,5
MG;3162609;São João do Oriente;2007;4
MG;3162658;São João do Pacuí;2007;2,8
MG;3162708;São João do Paraíso;2007;3,4
MG;3162807;São João Evangelista;2007;3,2
MG;3162906;São João Nepomuceno;2007;2,9
MG;3162922;São Joaquim de Bicas;2007;3,3
MG;3162948;São José da Barra;2007;4,6
MG;3162955;São José da Lapa;2007;4,1
MG;3163003;São José da Safira;2007;3,3
MG;3163102;São José da Varginha;2007;3,6
MG;3163201;São José do Alegre;2007;4,2
MG;3163300;São José do Divino;2007;3,1
MG;3163409;São José do Goiabal;2007;2,9
MG;3163508;São José do Jacuri;2007;2,8
MG;3163607;São José do Mantimento;2007;4,1
MG;3163706;São Lourenço;2007;4,3
MG;3163805;São Miguel do Anta;2007;4
MG;3163904;São Pedro da União;2007;4
MG;3164001;São Pedro dos Ferros;2007;3,2
MG;3164100;São Pedro do Suaçuí;2007;3,2
MG;3164209;São Romão;2007;4
MG;3164308;São Roque de Minas;2007;5
MG;3164407;São Sebastião da Bela Vista;2007;3,8
MG;3164431;São Sebastião da Vargem Alegre;2007;3,9
MG;3164472;São Sebastião do Anta;2007;2,8
MG;3164506;São Sebastião do Maranhão;2007;3,7
MG;3164605;São Sebastião do Oeste;2007;4,3
MG;3164704;São Sebastião do Paraíso;2007;4,5
MG;3164803;São Sebastião do Rio Preto;2007;2,9
MG;3164902;São Sebastião do Rio Verde;2007;4,3
MG;3165008;São Tiago;2007;4
MG;3165107;São Tomás de Aquino;2007;4
MG;3165206;São Thomé das Letras;2007;3,6
MG;3165305;São Vicente de Minas;2007;4,8
MG;3165404;Sapucaí-Mirim;2007;5
MG;3165503;Sardoá;2007;3,7
MG;3165537;Sarzedo;2007;3,7
MG;3165552;Setubinha;2007;2,7
MG;3165560;Sem-Peixe;2007;3,7
MG;3165578;Senador Amaral;2007;4,5
MG;3165602;Senador Cortes;2007;-
MG;3165701;Senador Firmino;2007;4,7
MG;3165800;Senador José Bento;2007;5,1
MG;3165909;Senador Modestino Gonçalves;2007;3,6
MG;3166006;Senhora de Oliveira;2007;4,5
MG;3166105;Senhora do Porto;2007;-
MG;3166204;Senhora dos Remédios;2007;4,3
MG;3166303;Sericita;2007;3,2
MG;3166402;Seritinga;2007;5,2
MG;3166501;Serra Azul de Minas;2007;2,8
MG;3166600;Serra da Saudade;2007;4
MG;3166709;Serra dos Aimorés;2007;3
MG;3166808;Serra do Salitre;2007;3,4
MG;3166907;Serrania;2007;4,3
MG;3166956;Serranópolis de Minas;2007;3,6
MG;3167004;Serranos;2007;4,3
MG;3167103;Serro;2007;3,1
MG;3167202;Sete Lagoas;2007;3,8
MG;3167301;Silveirânia;2007;4,3
MG;3167400;Silvianópolis;2007;4,1
MG;3167509;Simão Pereira;2007;-
MG;3167608;Simonésia;2007;3,4
MG;3167707;Sobrália;2007;3
MG;3167806;Soledade de Minas;2007;4
MG;3167905;Tabuleiro;2007;3,9
MG;3168002;Taiobeiras;2007;3,5
MG;3168051;Taparuba;2007;3,8
MG;3168101;Tapira;2007;4,5
MG;3168200;Tapiraí;2007;4,3
MG;3168309;Taquaraçu de Minas;2007;4,1
MG;3168408;Tarumirim;2007;3,3
MG;3168507;Teixeiras;2007;3,2
MG;3168606;Teófilo Otoni;2007;3
MG;3168705;Timóteo;2007;4
MG;3168804;Tiradentes;2007;3,6
MG;3168903;Tiros;2007;4,2
MG;3169000;Tocantins;2007;4,2
MG;3169059;Tocos do Moji;2007;5
MG;3169109;Toledo;2007;3,4
MG;3169208;Tombos;2007;3,7
MG;3169307;Três Corações;2007;4
MG;3169356;Três Marias;2007;4
MG;3169406;Três Pontas;2007;3,9
MG;3169505;Tumiritinga;2007;3,5
MG;3169604;Tupaciguara;2007;3,4
MG;3169703;Turmalina;2007;3,8
MG;3169802;Turvolândia;2007;3,9
MG;3169901;Ubá;2007;4,2
MG;3170008;Ubaí;2007;2,7
MG;3170057;Ubaporanga;2007;3,7
MG;3170107;Uberaba;2007;4
MG;3170206;Uberlândia;2007;4,2
MG;3170305;Umburatiba;2007;2,3
MG;3170404;Unaí;2007;3,9
MG;3170438;União de Minas;2007;3,5
MG;3170479;Uruana de Minas;2007;4
MG;3170503;Urucânia;2007;3,3
MG;3170529;Urucuia;2007;3,5
MG;3170578;Vargem Alegre;2007;4
MG;3170602;Vargem Bonita;2007;4,9
MG;3170651;Vargem Grande do Rio Pardo;2007;3,5
MG;3170701;Varginha;2007;4,2
MG;3170750;Varjão de Minas;2007;3,8
MG;3170800;Várzea da Palma;2007;3,4
MG;3170909;Varzelândia;2007;2,9
MG;3171006;Vazante;2007;4,1
MG;3171030;Verdelândia;2007;3,1
MG;3171071;Veredinha;2007;4,3
MG;3171105;Veríssimo;2007;3,6
MG;3171154;Vermelho Novo;2007;3,5
MG;3171204;Vespasiano;2007;3,7
MG;3171303;Viçosa;2007;3,7
MG;3171402;Vieiras;2007;3,9
MG;3171501;Mathias Lobato;2007;2,9
MG;3171600;Virgem da Lapa;2007;3,6
MG;3171709;Virgínia;2007;4,1
MG;3171808;Virginópolis;2007;3,9
MG;3171907;Virgolândia;2007;4
MG;3172004;Visconde do Rio Branco;2007;3,7
MG;3172103;Volta Grande;2007;3,8
MG;3172202;Wenceslau Braz;2007;3,9
MG;3100104;Abadia dos Dourados;2009;4,7
MG;3100203;Abaeté;2009;4,1
MG;3100302;Abre Campo;2009;3,6
MG;3100401;Acaiaca;2009;3,9
MG;3100500;Açucena;2009;3,9
MG;3100609;Água Boa;2009;3,3
MG;3100708;Água Comprida;2009;4,7
MG;3100807;Aguanil;2009;4,6
MG;3100906;Águas Formosas;2009;3,2
MG;3101003;Águas Vermelhas;2009;3,8
MG;3101102;Aimorés;2009;3,9
MG;3101201;Aiuruoca;2009;4,9
MG;3101300;Alagoa;2009;4
MG;3101409;Albertina;2009;5
MG;3101508;Além Paraíba;2009;4
MG;3101607;Alfenas;2009;4,2
MG;3101631;Alfredo Vasconcelos;2009;4,7
MG;3101706;Almenara;2009;3,8
MG;3101805;Alpercata;2009;4,1
MG;3101904;Alpinópolis;2009;4,8
MG;3102001;Alterosa;2009;4,8
MG;3102050;Alto Caparaó;2009;-
MG;3102100;Alto Rio Doce;2009;4,2
MG;3102209;Alvarenga;2009;4,1
MG;3102308;Alvinópolis;2009;4,8
MG;3102407;Alvorada de Minas;2009;3,6
MG;3102506;Amparo do Serra;2009;3,6
MG;3102605;Andradas;2009;4,9
MG;3102704;Cachoeira de Pajeú;2009;4,1
MG;3102803;Andrelândia;2009;4,7
MG;3102852;Angelândia;2009;4,5
MG;3102902;Antônio Carlos;2009;4,7
MG;3103009;Antônio Dias;2009;4,2
MG;3103108;Antônio Prado de Minas;2009;5
MG;3103207;Araçaí;2009;4,3
MG;3103306;Aracitaba;2009;4,1
MG;3103405;Araçuaí;2009;3,8
MG;3103504;Araguari;2009;4,7
MG;3103603;Arantina;2009;4,4
MG;3103702;Araponga;2009;4,2
MG;3103751;Araporã;2009;4,4
MG;3103801;Arapuá;2009;4,8
MG;3103900;Araújos;2009;4,3
MG;3104007;Araxá;2009;4,8
MG;3104106;Arceburgo;2009;4,6
MG;3104205;Arcos;2009;4,8
MG;3104304;Areado;2009;4,8
MG;3104403;Argirita;2009;5
MG;3104452;Aricanduva;2009;4,5
MG;3104502;Arinos;2009;3,7
MG;3104601;Astolfo Dutra;2009;4,6
MG;3104700;Ataléia;2009;3
MG;3104809;Augusto de Lima;2009;4,1
MG;3104908;Baependi;2009;3,9
MG;3105004;Baldim;2009;4,4
MG;3105103;Bambuí;2009;4,1
MG;3105202;Bandeira;2009;3,5
MG;3105301;Bandeira do Sul;2009;4,4
MG;3105400;Barão de Cocais;2009;4,2
MG;3105509;Barão de Monte Alto;2009;4,3
MG;3105608;Barbacena;2009;4,6
MG;3105707;Barra Longa;2009;3,5
MG;3105905;Barroso;2009;4,8
MG;3106002;Bela Vista de Minas;2009;3,5
MG;3106101;Belmiro Braga;2009;3,2
MG;3106200;Belo Horizonte;2009;3,9
MG;3106309;Belo Oriente;2009;4,4
MG;3106408;Belo Vale;2009;3,7
MG;3106507;Berilo;2009;4,4
MG;3106606;Bertópolis;2009;3,9
MG;3106655;Berizal;2009;3,6
MG;3106705;Betim;2009;4,4
MG;3106804;Bias Fortes;2009;4,5
MG;3106903;Bicas;2009;4,6
MG;3107000;Biquinhas;2009;3,3
MG;3107109;Boa Esperança;2009;4,3
MG;3107208;Bocaina de Minas;2009;4,1
MG;3107307;Bocaiúva;2009;3,8
MG;3107406;Bom Despacho;2009;4,1
MG;3107505;Bom Jardim de Minas;2009;4,1
MG;3107604;Bom Jesus da Penha;2009;5,4
MG;3107703;Bom Jesus do Amparo;2009;4,1
MG;3107802;Bom Jesus do Galho;2009;4,8
MG;3107901;Bom Repouso;2009;4,4
MG;3108008;Bom Sucesso;2009;5,3
MG;3108107;Bonfim;2009;3,9
MG;3108206;Bonfinópolis de Minas;2009;3,7
MG;3108255;Bonito de Minas;2009;3
MG;3108305;Borda da Mata;2009;4,3
MG;3108404;Botelhos;2009;4,4
MG;3108503;Botumirim;2009;3,8
MG;3108552;Brasilândia de Minas;2009;3,9
MG;3108602;Brasília de Minas;2009;3,6
MG;3108701;Brás Pires;2009;5,1
MG;3108800;Braúnas;2009;4,2
MG;3108909;Brazópolis;2009;4,4
MG;3109006;Brumadinho;2009;4,2
MG;3109105;Bueno Brandão;2009;5,3
MG;3109204;Buenópolis;2009;4,4
MG;3109253;Bugre;2009;5,4
MG;3109303;Buritis;2009;4,1
MG;3109402;Buritizeiro;2009;3,6
MG;3109451;Cabeceira Grande;2009;3,1
MG;3109501;Cabo Verde;2009;4,7
MG;3109600;Cachoeira da Prata;2009;4,6
MG;3109709;Cachoeira de Minas;2009;5,4
MG;3109808;Cachoeira Dourada;2009;5,1
MG;3109907;Caetanópolis;2009;4,8
MG;3110004;Caeté;2009;4,5
MG;3110103;Caiana;2009;4,3
MG;3110202;Cajuri;2009;3,4
MG;3110301;Caldas;2009;5,4
MG;3110400;Camacho;2009;5,2
MG;3110509;Camanducaia;2009;4
MG;3110608;Cambuí;2009;4,9
MG;3110707;Cambuquira;2009;4,2
MG;3110806;Campanário;2009;3,8
MG;3110905;Campanha;2009;3,6
MG;3111002;Campestre;2009;4,2
MG;3111101;Campina Verde;2009;3,8
MG;3111150;Campo Azul;2009;4,2
MG;3111200;Campo Belo;2009;4,3
MG;3111309;Campo do Meio;2009;3,8
MG;3111408;Campo Florido;2009;2,9
MG;3111507;Campos Altos;2009;4,1
MG;3111606;Campos Gerais;2009;4,2
MG;3111705;Canaã;2009;4,9
MG;3111804;Canápolis;2009;4,8
MG;3111903;Cana Verde;2009;4,7
MG;3112000;Candeias;2009;4,7
MG;3112059;Cantagalo;2009;4,1
MG;3112109;Caparaó;2009;4,7
MG;3112208;Capela Nova;2009;5,1
MG;3112307;Capelinha;2009;4,2
MG;3112406;Capetinga;2009;5
MG;3112505;Capim Branco;2009;4,2
MG;3112604;Capinópolis;2009;4,4
MG;3112653;Capitão Andrade;2009;4,1
MG;3112703;Capitão Enéas;2009;3,2
MG;3112802;Capitólio;2009;5,1
MG;3112901;Caputira;2009;3,2
MG;3113008;Caraí;2009;3,7
MG;3113107;Caranaíba;2009;4,2
MG;3113206;Carandaí;2009;5,3
MG;3113305;Carangola;2009;3,4
MG;3113404;Caratinga;2009;4,1
MG;3113503;Carbonita;2009;4,8
MG;3113602;Careaçu;2009;4,2
MG;3113701;Carlos Chagas;2009;4,1
MG;3113800;Carmésia;2009;4,6
MG;3113909;Carmo da Cachoeira;2009;4,2
MG;3114006;Carmo da Mata;2009;4,8
MG;3114105;Carmo de Minas;2009;4,6
MG;3114204;Carmo do Cajuru;2009;4,3
MG;3114303;Carmo do Paranaíba;2009;4,4
MG;3114402;Carmo do Rio Claro;2009;5,3
MG;3114501;Carmópolis de Minas;2009;4,6
MG;3114550;Carneirinho;2009;4
MG;3114600;Carrancas;2009;5
MG;3114709;Carvalhópolis;2009;4,7
MG;3114808;Carvalhos;2009;4,9
MG;3114907;Casa Grande;2009;-
MG;3115003;Cascalho Rico;2009;4,1
MG;3115102;Cássia;2009;4,7
MG;3115201;Conceição da Barra de Minas;2009;4,4
MG;3115300;Cataguases;2009;4,6
MG;3115359;Catas Altas;2009;4,7
MG;3115409;Catas Altas da Noruega;2009;3,4
MG;3115458;Catuji;2009;3,3
MG;3115474;Catuti;2009;3,4
MG;3115508;Caxambu;2009;3,7
MG;3115607;Cedro do Abaeté;2009;4
MG;3115706;Central de Minas;2009;3,7
MG;3115805;Centralina;2009;4,4
MG;3115904;Chácara;2009;4,1
MG;3116001;Chalé;2009;4,7
MG;3116100;Chapada do Norte;2009;3,9
MG;3116159;Chapada Gaúcha;2009;3,6
MG;3116209;Chiador;2009;3,4
MG;3116308;Cipotânea;2009;3,7
MG;3116407;Claraval;2009;4,2
MG;3116506;Claro dos Poções;2009;4,6
MG;3116605;Cláudio;2009;5,3
MG;3116704;Coimbra;2009;5
MG;3116803;Coluna;2009;5
MG;3116902;Comendador Gomes;2009;4,1
MG;3117009;Comercinho;2009;3,1
MG;3117108;Conceição da Aparecida;2009;5,4
MG;3117207;Conceição das Pedras;2009;4
MG;3117306;Conceição das Alagoas;2009;4,3
MG;3117405;Conceição de Ipanema;2009;-
MG;3117504;Conceição do Mato Dentro;2009;3,7
MG;3117603;Conceição do Pará;2009;-
MG;3117702;Conceição do Rio Verde;2009;4,3
MG;3117801;Conceição dos Ouros;2009;4,7
MG;3117836;Cônego Marinho;2009;3,5
MG;3117876;Confins;2009;3,7
MG;3117900;Congonhal;2009;4,1
MG;3118007;Congonhas;2009;4,2
MG;3118106;Congonhas do Norte;2009;3,7
MG;3118205;Conquista;2009;3,4
MG;3118304;Conselheiro Lafaiete;2009;4,5
MG;3118403;Conselheiro Pena;2009;4,3
MG;3118502;Consolação;2009;4,6
MG;3118601;Contagem;2009;4
MG;3118700;Coqueiral;2009;4,1
MG;3118809;Coração de Jesus;2009;4,2
MG;3118908;Cordisburgo;2009;4,6
MG;3119005;Cordislândia;2009;4,6
MG;3119104;Corinto;2009;4
MG;3119203;Coroaci;2009;4,1
MG;3119302;Coromandel;2009;4,9
MG;3119401;Coronel Fabriciano;2009;4,2
MG;3119500;Coronel Murta;2009;4,7
MG;3119609;Coronel Pacheco;2009;3,8
MG;3119708;Coronel Xavier Chaves;2009;5,1
MG;3119807;Córrego Danta;2009;3,6
MG;3119906;Córrego do Bom Jesus;2009;4,7
MG;3119955;Córrego Fundo;2009;3,6
MG;3120003;Córrego Novo;2009;4,1
MG;3120102;Couto de Magalhães de Minas;2009;4,5
MG;3120151;Crisólita;2009;3,3
MG;3120201;Cristais;2009;4,1
MG;3120300;Cristália;2009;3,2
MG;3120409;Cristiano Otoni;2009;3,4
MG;3120508;Cristina;2009;4,6
MG;3120607;Crucilândia;2009;3,3
MG;3120706;Cruzeiro da Fortaleza;2009;4,8
MG;3120805;Cruzília;2009;4,5
MG;3120839;Cuparaque;2009;4,3
MG;3120870;Curral de Dentro;2009;3,4
MG;3120904;Curvelo;2009;3,9
MG;3121001;Datas;2009;3,9
MG;3121100;Delfim Moreira;2009;4
MG;3121209;Delfinópolis;2009;4,6
MG;3121258;Delta;2009;4,5
MG;3121308;Descoberto;2009;4,7
MG;3121407;Desterro de Entre Rios;2009;5,1
MG;3121506;Desterro do Melo;2009;5
MG;3121605;Diamantina;2009;4,1
MG;3121704;Diogo de Vasconcelos;2009;4,1
MG;3121803;Dionísio;2009;4,3
MG;3121902;Divinésia;2009;3,6
MG;3122009;Divino;2009;4,3
MG;3122108;Divino das Laranjeiras;2009;4,3
MG;3122207;Divinolândia de Minas;2009;3,8
MG;3122306;Divinópolis;2009;4,6
MG;3122355;Divisa Alegre;2009;3,2
MG;3122405;Divisa Nova;2009;4,7
MG;3122454;Divisópolis;2009;3,5
MG;3122470;Dom Bosco;2009;3,9
MG;3122504;Dom Cavati;2009;3,8
MG;3122603;Dom Joaquim;2009;4,1
MG;3122702;Dom Silvério;2009;4,8
MG;3122801;Dom Viçoso;2009;5,5
MG;3122900;Dona Eusébia;2009;4
MG;3123007;Dores de Campos;2009;4,9
MG;3123106;Dores de Guanhães;2009;4,4
MG;3123205;Dores do Indaiá;2009;5
MG;3123304;Dores do Turvo;2009;4,6
MG;3123403;Doresópolis;2009;5,3
MG;3123502;Douradoquara;2009;4,5
MG;3123528;Durandé;2009;3,8
MG;3123601;Elói Mendes;2009;4,6
MG;3123700;Engenheiro Caldas;2009;3,6
MG;3123809;Engenheiro Navarro;2009;3,4
MG;3123858;Entre Folhas;2009;4,4
MG;3123908;Entre Rios de Minas;2009;4,6
MG;3124005;Ervália;2009;4,1
MG;3124104;Esmeraldas;2009;3,5
MG;3124203;Espera Feliz;2009;4,3
MG;3124302;Espinosa;2009;3,7
MG;3124401;Espírito Santo do Dourado;2009;3,9
MG;3124500;Estiva;2009;4,5
MG;3124609;Estrela Dalva;2009;4,3
MG;3124708;Estrela do Indaiá;2009;4,9
MG;3124807;Estrela do Sul;2009;4,5
MG;3124906;Eugenópolis;2009;4,1
MG;3125002;Ewbank da Câmara;2009;4,2
MG;3125101;Extrema;2009;4,4
MG;3125200;Fama;2009;3,7
MG;3125309;Faria Lemos;2009;4
MG;3125408;Felício dos Santos;2009;4
MG;3125507;São Gonçalo do Rio Preto;2009;3,8
MG;3125606;Felisburgo;2009;3,9
MG;3125705;Felixlândia;2009;3,4
MG;3125804;Fernandes Tourinho;2009;3,3
MG;3125903;Ferros;2009;4
MG;3125952;Fervedouro;2009;4,2
MG;3126000;Florestal;2009;4,2
MG;3126109;Formiga;2009;4,9
MG;3126208;Formoso;2009;3,9
MG;3126307;Fortaleza de Minas;2009;4
MG;3126406;Fortuna de Minas;2009;4,4
MG;3126505;Francisco Badaró;2009;4
MG;3126604;Francisco Dumont;2009;4
MG;3126703;Francisco Sá;2009;3,7
MG;3126752;Franciscópolis;2009;4,3
MG;3126802;Frei Gaspar;2009;3,2
MG;3126901;Frei Inocêncio;2009;4,2
MG;3126950;Frei Lagonegro;2009;4,4
MG;3127008;Fronteira;2009;3,4
MG;3127057;Fronteira dos Vales;2009;2,8
MG;3127073;Fruta de Leite;2009;2,4
MG;3127107;Frutal;2009;4,3
MG;3127206;Funilândia;2009;3,2
MG;3127305;Galiléia;2009;3,6
MG;3127339;Gameleiras;2009;3,9
MG;3127354;Glaucilândia;2009;4,2
MG;3127370;Goiabeira;2009;2,9
MG;3127388;Goianá;2009;4,9
MG;3127404;Gonçalves;2009;4,7
MG;3127503;Gonzaga;2009;3,3
MG;3127602;Gouveia;2009;5,2
MG;3127701;Governador Valadares;2009;3,9
MG;3127800;Grão Mogol;2009;3,9
MG;3127909;Grupiara;2009;3,5
MG;3128006;Guanhães;2009;4
MG;3128105;Guapé;2009;4,5
MG;3128204;Guaraciaba;2009;4,1
MG;3128253;Guaraciama;2009;3,8
MG;3128303;Guaranésia;2009;4,3
MG;3128402;Guarani;2009;4,6
MG;3128501;Guarará;2009;-
MG;3128600;Guarda-Mor;2009;3,9
MG;3128709;Guaxupé;2009;5,2
MG;3128808;Guidoval;2009;5
MG;3128907;Guimarânia;2009;3,6
MG;3129004;Guiricema;2009;5,8
MG;3129103;Gurinhatã;2009;4,6
MG;3129202;Heliodora;2009;4,9
MG;3129301;Iapu;2009;4,5
MG;3129400;Ibertioga;2009;4,9
MG;3129509;Ibiá;2009;4,4
MG;3129608;Ibiaí;2009;3,8
MG;3129657;Ibiracatu;2009;3,1
MG;3129707;Ibiraci;2009;4,3
MG;3129806;Ibirité;2009;3,7
MG;3129905;Ibitiúra de Minas;2009;4,9
MG;3130002;Ibituruna;2009;4,6
MG;3130051;Icaraí de Minas;2009;3,8
MG;3130101;Igarapé;2009;3,9
MG;3130200;Igaratinga;2009;4,1
MG;3130309;Iguatama;2009;3,2
MG;3130408;Ijaci;2009;4,6
MG;3130507;Ilicínea;2009;4,5
MG;3130556;Imbé de Minas;2009;4,3
MG;3130606;Inconfidentes;2009;5,6
MG;3130655;Indaiabira;2009;3,5
MG;3130705;Indianópolis;2009;2,6
MG;3130804;Ingaí;2009;3,6
MG;3130903;Inhapim;2009;4,4
MG;3131000;Inhaúma;2009;4,7
MG;3131109;Inimutaba;2009;4,2
MG;3131158;Ipaba;2009;4,4
MG;3131208;Ipanema;2009;4,4
MG;3131307;Ipatinga;2009;4,5
MG;3131406;Ipiaçu;2009;3,4
MG;3131505;Ipuiúna;2009;4,1
MG;3131604;Iraí de Minas;2009;3,7
MG;3131703;Itabira;2009;4,1
MG;3131802;Itabirinha;2009;3
MG;3131901;Itabirito;2009;4,4
MG;3132008;Itacambira;2009;3,9
MG;3132107;Itacarambi;2009;3,7
MG;3132206;Itaguara;2009;4,4
MG;3132305;Itaipé;2009;4
MG;3132404;Itajubá;2009;4,2
MG;3132503;Itamarandiba;2009;4,9
MG;3132602;Itamarati de Minas;2009;4,3
MG;3132701;Itambacuri;2009;3,7
MG;3132800;Itambé do Mato Dentro;2009;4,4
MG;3132909;Itamogi;2009;4,9
MG;3133006;Itamonte;2009;3,4
MG;3133105;Itanhandu;2009;4,5
MG;3133204;Itanhomi;2009;3,9
MG;3133303;Itaobim;2009;3,3
MG;3133402;Itapagipe;2009;5,1
MG;3133501;Itapecerica;2009;4,8
MG;3133600;Itapeva;2009;4,4
MG;3133709;Itatiaiuçu;2009;3,6
MG;3133758;Itaú de Minas;2009;5
MG;3133808;Itaúna;2009;4,7
MG;3133907;Itaverava;2009;3,4
MG;3134004;Itinga;2009;3,9
MG;3134103;Itueta;2009;4,3
MG;3134202;Ituiutaba;2009;4,3
MG;3134301;Itumirim;2009;4,4
MG;3134400;Iturama;2009;4,3
MG;3134509;Itutinga;2009;4,1
MG;3134608;Jaboticatubas;2009;3,7
MG;3134707;Jacinto;2009;3,7
MG;3134806;Jacuí;2009;6
MG;3134905;Jacutinga;2009;4,2
MG;3135001;Jaguaraçu;2009;3,3
MG;3135050;Jaíba;2009;3,9
MG;3135076;Jampruca;2009;3,4
MG;3135100;Janaúba;2009;3,9
MG;3135209;Januária;2009;3,7
MG;3135308;Japaraíba;2009;5,4
MG;3135357;Japonvar;2009;3,5
MG;3135407;Jeceaba;2009;4
MG;3135456;Jenipapo de Minas;2009;3,7
MG;3135506;Jequeri;2009;3,8
MG;3135605;Jequitaí;2009;4,6
MG;3135704;Jequitibá;2009;3,4
MG;3135803;Jequitinhonha;2009;4
MG;3135902;Jesuânia;2009;4,2
MG;3136009;Joaíma;2009;3,9
MG;3136108;Joanésia;2009;4,4
MG;3136207;João Monlevade;2009;4,7
MG;3136306;João Pinheiro;2009;4,4
MG;3136405;Joaquim Felício;2009;4,3
MG;3136504;Jordânia;2009;4,3
MG;3136520;José Gonçalves de Minas;2009;3,2
MG;3136553;José Raydan;2009;5,1
MG;3136579;Josenópolis;2009;2,6
MG;3136603;Nova União;2009;4
MG;3136652;Juatuba;2009;4
MG;3136702;Juiz de Fora;2009;4
MG;3136801;Juramento;2009;3,5
MG;3136900;Juruaia;2009;5,5
MG;3136959;Juvenília;2009;3,3
MG;3137007;Ladainha;2009;2,8
MG;3137106;Lagamar;2009;4,9
MG;3137205;Lagoa da Prata;2009;5
MG;3137304;Lagoa dos Patos;2009;4,4
MG;3137403;Lagoa Dourada;2009;4,4
MG;3137502;Lagoa Formosa;2009;4,9
MG;3137536;Lagoa Grande;2009;3,8
MG;3137601;Lagoa Santa;2009;4,1
MG;3137700;Lajinha;2009;4,2
MG;3137809;Lambari;2009;5,3
MG;3137908;Lamim;2009;4,9
MG;3138005;Laranjal;2009;3,6
MG;3138104;Lassance;2009;3,3
MG;3138203;Lavras;2009;4,6
MG;3138302;Leandro Ferreira;2009;4,5
MG;3138351;Leme do Prado;2009;4
MG;3138401;Leopoldina;2009;3,7
MG;3138500;Liberdade;2009;4,7
MG;3138609;Lima Duarte;2009;4,4
MG;3138625;Limeira do Oeste;2009;4
MG;3138658;Lontra;2009;3,9
MG;3138674;Luisburgo;2009;4,1
MG;3138682;Luislândia;2009;3,6
MG;3138708;Luminárias;2009;4,7
MG;3138807;Luz;2009;4,6
MG;3138906;Machacalis;2009;3,7
MG;3139003;Machado;2009;4,1
